loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,open_acc,missing_amnt
16750, 36 months,10+ years,MORTGAGE,45344.0,Verified,Fully Paid,debt_consolidation,TX,20.7,0,9,0
4900, 60 months,6 years,MORTGAGE,63600.0,Not Verified,Fully Paid,car,OH,14.0,0,13,0
10000, 60 months,6 years,MORTGAGE,90000.0,Verified,Fully Paid,car,FL,0.88,0,9,0
7000, 36 months,< 1 year,RENT,24000.0,Not Verified,Fully Paid,debt_consolidation,CA,10.2,0,2,0
8000, 60 months,5 years,MORTGAGE,52000.0,Verified,Fully Paid,other,IL,6.07,0,5,0
10000, 36 months,1 year,RENT,95000.0,Verified,Fully Paid,other,VA,3.97,0,8,0
1600, 36 months,2 years,RENT,26880.0,Source Verified,Fully Paid,debt_consolidation,CA,1.12,0,5,0
20000, 36 months,10+ years,MORTGAGE,54538.0,Verified,Fully Paid,debt_consolidation,OK,21.83,0,8,0
10000, 36 months,9 years,RENT,38400.0,Not Verified,Fully Paid,debt_consolidation,CA,8.34,0,5,0
12000, 60 months,1 year,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,VA,14.88,0,5,0
9600, 36 months,2 years,RENT,80000.0,Source Verified,Fully Paid,medical,NJ,4.9,0,9,0
10000, 36 months,10+ years,RENT,57996.0,Not Verified,Fully Paid,debt_consolidation,NY,5.46,0,9,0
20000, 36 months,10+ years,RENT,51000.0,Source Verified,Fully Paid,debt_consolidation,NJ,15.48,0,15,0
24250, 60 months,< 1 year,RENT,145000.0,Source Verified,Fully Paid,debt_consolidation,FL,13.94,0,7,0
1000, 36 months,< 1 year,RENT,11760.0,Not Verified,Fully Paid,debt_consolidation,NY,6.63,0,5,0
15000, 60 months,7 years,RENT,30000.0,Verified,Charged Off,debt_consolidation,AL,15.28,0,3,0
10000, 36 months,3 years,MORTGAGE,73000.0,Not Verified,Fully Paid,debt_consolidation,VA,1.15,0,10,0
4150, 36 months,2 years,RENT,30000.0,Not Verified,Fully Paid,car,FL,5.68,0,9,0
7200, 60 months,5 years,RENT,99000.0,Source Verified,Fully Paid,debt_consolidation,CA,17.87,0,7,0
9100, 60 months,7 years,RENT,39600.0,Source Verified,Fully Paid,debt_consolidation,PA,22.79,0,6,0
12800, 60 months,1 year,MORTGAGE,50000.0,Not Verified,Fully Paid,debt_consolidation,CT,6.72,1,7,0
18000, 60 months,10+ years,MORTGAGE,70830.0,Verified,Fully Paid,debt_consolidation,FL,6.84,0,11,0
25000, 60 months,10+ years,OWN,115000.0,Verified,Charged Off,debt_consolidation,NY,23.3,0,19,0
7000, 36 months,< 1 year,RENT,40800.0,Source Verified,Fully Paid,credit_card,CA,12.03,0,8,0
25000, 60 months,3 years,MORTGAGE,100000.0,Verified,Fully Paid,small_business,MD,21.13,0,18,0
13000, 36 months,6 years,MORTGAGE,137720.0,Verified,Fully Paid,home_improvement,OH,1.09,0,7,0
16500, 36 months,4 years,RENT,40428.0,Verified,Fully Paid,debt_consolidation,NY,17.36,0,11,0
7200, 36 months,9 years,RENT,21600.0,Verified,Fully Paid,car,CT,17.83,0,18,0
7700, 60 months,10+ years,RENT,73000.0,Source Verified,Fully Paid,wedding,AK,13.05,0,3,0
10000, 60 months,10+ years,MORTGAGE,55000.0,Not Verified,Fully Paid,small_business,IL,6.52,1,9,0
4000, 36 months,10+ years,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,CT,10.05,0,3,0
18250, 36 months,6 years,RENT,46000.0,Verified,Fully Paid,debt_consolidation,CA,24.23,0,18,0
13000, 36 months,3 years,RENT,54000.0,Not Verified,Fully Paid,debt_consolidation,CA,10.0,0,2,0
6100, 60 months,2 years,RENT,25000.0,Not Verified,Fully Paid,credit_card,MA,23.04,0,5,0
14000, 60 months,3 years,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,AZ,21.54,0,14,0
16000, 60 months,4 years,OWN,40000.0,Source Verified,Fully Paid,debt_consolidation,WA,22.08,0,4,0
10000, 36 months,3 years,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,VA,22.71,0,7,0
4200, 36 months,< 1 year,RENT,21000.0,Verified,Fully Paid,credit_card,WI,12.0,0,5,0
3000, 36 months,10+ years,MORTGAGE,107000.0,Verified,Fully Paid,major_purchase,CT,8.37,0,15,0
16000, 60 months,3 years,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,PA,14.91,0,7,0
5000, 36 months,1 year,RENT,38500.0,Not Verified,Fully Paid,car,NJ,5.49,0,7,0
6000, 60 months,< 1 year,RENT,100000.0,Verified,Fully Paid,moving,MI,6.43,0,6,0
10000, 36 months,2 years,MORTGAGE,75000.0,Not Verified,Fully Paid,home_improvement,PA,6.96,0,9,0
12000, 36 months,10+ years,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,NM,9.48,0,22,0
7000, 60 months,1 year,RENT,33000.0,Source Verified,Fully Paid,car,TX,3.27,0,9,0
15000, 36 months,10+ years,MORTGAGE,130000.0,Verified,Fully Paid,debt_consolidation,NJ,6.45,0,10,0
16000, 60 months,4 years,RENT,80000.0,Verified,Charged Off,debt_consolidation,CA,14.63,0,8,0
9600, 60 months,< 1 year,MORTGAGE,30000.0,Not Verified,Fully Paid,home_improvement,OH,0.72,0,2,0
8000, 36 months,9 years,RENT,54590.0,Not Verified,Fully Paid,wedding,TX,8.53,0,7,0
25000, 60 months,2 years,MORTGAGE,75000.0,Verified,Fully Paid,debt_consolidation,PA,12.94,0,4,0
4000, 36 months,1 year,RENT,51000.0,Verified,Fully Paid,car,MD,12.73,0,12,0
8000, 60 months,1 year,MORTGAGE,100000.0,Verified,Fully Paid,small_business,CA,7.25,1,9,0
15000, 36 months,10+ years,MORTGAGE,75000.0,Source Verified,Fully Paid,debt_consolidation,OK,9.22,0,6,0
10000, 36 months,5 years,MORTGAGE,59000.0,Verified,Charged Off,debt_consolidation,HI,12.53,0,6,0
10000, 36 months,2 years,RENT,72000.0,Source Verified,Fully Paid,medical,TX,8.58,0,11,0
5000, 36 months,7 years,RENT,50000.0,Not Verified,Fully Paid,credit_card,WI,14.83,2,7,0
12000, 36 months,10+ years,OWN,49536.0,Not Verified,Fully Paid,credit_card,NY,13.37,0,7,0
14000, 60 months,< 1 year,RENT,37750.0,Verified,Fully Paid,vacation,GA,10.2,0,8,0
6000, 36 months,3 years,MORTGAGE,38000.0,Not Verified,Fully Paid,debt_consolidation,MO,13.23,1,4,0
2500, 36 months,4 years,RENT,22000.0,Verified,Fully Paid,other,NY,0.55,0,5,0
7000, 36 months,2 years,MORTGAGE,120000.0,Not Verified,Fully Paid,major_purchase,FL,12.57,0,8,0
12000, 60 months,8 years,MORTGAGE,56000.0,Not Verified,Fully Paid,credit_card,CA,18.41,0,14,0
6000, 36 months,3 years,MORTGAGE,32000.0,Not Verified,Fully Paid,debt_consolidation,CT,1.91,1,5,0
7800, 60 months,1 year,RENT,30000.0,Not Verified,Charged Off,small_business,AZ,4.0,0,3,0
1500, 36 months,2 years,MORTGAGE,21816.0,Verified,Fully Paid,home_improvement,MI,9.68,0,3,0
4750, 36 months,< 1 year,RENT,12000.0,Verified,Fully Paid,major_purchase,PA,10.2,0,8,0
5500, 36 months,5 years,MORTGAGE,35496.0,Not Verified,Fully Paid,debt_consolidation,IL,17.41,0,15,0
5000, 60 months,4 years,RENT,16200.0,Not Verified,Charged Off,moving,MN,18.07,0,6,0
25000, 60 months,10+ years,RENT,177240.0,Source Verified,Fully Paid,other,MA,2.16,0,4,0
12000, 60 months,3 years,RENT,122004.0,Not Verified,Charged Off,other,MD,13.15,0,11,0
5000, 36 months,5 years,RENT,42996.0,Not Verified,Fully Paid,home_improvement,NJ,12.36,0,5,0
23000, 36 months,10+ years,MORTGAGE,89000.0,Verified,Charged Off,debt_consolidation,MO,8.22,0,6,0
2800, 36 months,1 year,RENT,50000.0,Verified,Fully Paid,debt_consolidation,LA,13.08,0,8,0
2000, 36 months,4 years,OWN,27504.0,Not Verified,Fully Paid,other,NY,21.6,0,5,0
12000, 36 months,10+ years,MORTGAGE,127741.0,Verified,Fully Paid,wedding,MD,9.3,0,6,0
4525, 36 months,10+ years,OWN,24960.0,Not Verified,Fully Paid,other,AL,0.34,0,4,1
10000, 36 months,2 years,MORTGAGE,105000.0,Verified,Fully Paid,wedding,TX,9.92,0,6,0
3000, 36 months,3 years,RENT,35500.0,Not Verified,Fully Paid,other,CA,23.43,0,13,0
2000, 36 months,10+ years,RENT,80000.0,Not Verified,Fully Paid,major_purchase,AZ,13.23,1,6,0
20000, 60 months,10+ years,MORTGAGE,74276.8,Not Verified,Fully Paid,credit_card,WA,3.55,0,3,0
14000, 36 months,5 years,MORTGAGE,50004.0,Source Verified,Fully Paid,major_purchase,CA,11.62,0,11,0
2500, 36 months,5 years,RENT,12540.0,Not Verified,Fully Paid,moving,CA,18.76,0,8,1
4800, 36 months,3 years,RENT,55000.0,Not Verified,Fully Paid,moving,NY,3.21,0,4,0
10500, 60 months,2 years,RENT,80004.0,Not Verified,Fully Paid,other,MO,16.26,0,8,0
10000, 60 months,2 years,RENT,60000.0,Source Verified,Fully Paid,small_business,CA,6.7,0,7,0
4000, 36 months,10+ years,RENT,27000.0,Not Verified,Fully Paid,educational,AZ,6.04,0,4,0
15000, 36 months,< 1 year,MORTGAGE,175000.0,Source Verified,Fully Paid,credit_card,IL,9.68,0,9,0
4500, 36 months,5 years,MORTGAGE,61200.0,Not Verified,Fully Paid,debt_consolidation,CA,23.92,0,9,0
20000, 60 months,1 year,MORTGAGE,69000.0,Source Verified,Charged Off,major_purchase,VA,2.23,0,5,0
21000, 60 months,10+ years,RENT,48000.0,Source Verified,Charged Off,house,GA,16.88,0,3,0
25000, 60 months,10+ years,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,VA,22.27,0,17,0
17000, 36 months,10+ years,RENT,72000.0,Not Verified,Fully Paid,debt_consolidation,NY,15.5,0,13,1
5000, 60 months,1 year,RENT,52000.0,Source Verified,Fully Paid,debt_consolidation,TX,23.24,0,6,0
9600, 60 months,5 years,RENT,52000.0,Source Verified,Charged Off,debt_consolidation,CA,10.06,0,11,0
19800, 36 months,< 1 year,MORTGAGE,80000.0,Verified,Fully Paid,credit_card,MO,20.09,0,8,0
4000, 60 months,7 years,RENT,21000.0,Not Verified,Charged Off,debt_consolidation,MA,18.4,0,4,0
15000, 36 months,10+ years,MORTGAGE,56000.0,Not Verified,Fully Paid,credit_card,OK,23.46,0,12,0
14400, 60 months,1 year,RENT,47000.0,Verified,Fully Paid,debt_consolidation,AZ,19.76,0,6,0
20000, 60 months,< 1 year,MORTGAGE,70000.0,Verified,Charged Off,debt_consolidation,NY,18.27,1,12,0
10750, 36 months,4 years,RENT,28800.0,Not Verified,Fully Paid,debt_consolidation,WI,22.75,0,6,0
21000, 60 months,< 1 year,RENT,75000.0,Verified,Charged Off,major_purchase,NV,18.24,0,9,0
13000, 60 months,10+ years,OWN,55000.0,Source Verified,Fully Paid,debt_consolidation,CA,11.89,0,12,0
2500, 36 months,2 years,RENT,39400.0,Verified,Fully Paid,other,FL,17.21,0,11,0
12000, 60 months,5 years,RENT,62000.0,Source Verified,Fully Paid,debt_consolidation,WI,17.07,0,8,0
25000, 36 months,10+ years,RENT,87000.0,Source Verified,Fully Paid,credit_card,NY,15.88,0,6,0
3800, 60 months,4 years,MORTGAGE,36000.0,Not Verified,Fully Paid,car,GA,23.83,0,10,0
1500, 36 months,4 years,MORTGAGE,90000.0,Not Verified,Fully Paid,home_improvement,CA,14.61,0,5,1
10000, 60 months,10+ years,MORTGAGE,47004.0,Verified,Fully Paid,home_improvement,PA,20.42,0,8,0
24250, 60 months,4 years,MORTGAGE,92004.0,Verified,Fully Paid,debt_consolidation,OH,13.04,0,9,0
14000, 60 months,6 years,RENT,250000.0,Verified,Fully Paid,other,NY,13.85,0,6,0
25000, 60 months,1 year,RENT,84000.0,Verified,Fully Paid,debt_consolidation,GA,19.54,0,11,0
9600, 60 months,< 1 year,OWN,38400.0,Source Verified,Fully Paid,credit_card,NJ,22.28,0,15,0
9000, 36 months,7 years,MORTGAGE,54996.0,Source Verified,Fully Paid,debt_consolidation,MD,15.14,0,6,0
20000, 60 months,10+ years,MORTGAGE,64000.0,Verified,Charged Off,debt_consolidation,OH,14.19,0,12,0
6000, 36 months,6 years,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,PA,2.2,0,3,0
10000, 36 months,1 year,MORTGAGE,55000.0,Source Verified,Fully Paid,debt_consolidation,NJ,5.26,0,7,0
3000, 36 months,2 years,RENT,31704.0,Not Verified,Fully Paid,other,OH,3.82,0,5,0
4000, 36 months,< 1 year,RENT,55200.0,Not Verified,Fully Paid,debt_consolidation,CA,3.5,0,6,0
7000, 36 months,3 years,RENT,64000.0,Not Verified,Fully Paid,debt_consolidation,CA,11.25,0,7,0
12800, 36 months,7 years,MORTGAGE,50000.0,Source Verified,Fully Paid,credit_card,TX,10.7,0,14,0
2000, 60 months,1 year,RENT,30000.0,Source Verified,Charged Off,debt_consolidation,CA,2.68,0,7,0
12000, 60 months,10+ years,OWN,54660.0,Verified,Fully Paid,medical,IL,17.08,0,6,0
11200, 60 months,1 year,RENT,24000.0,Not Verified,Fully Paid,major_purchase,CA,18.45,0,9,0
9600, 60 months,8 years,MORTGAGE,153000.0,Not Verified,Fully Paid,home_improvement,TX,16.63,0,8,0
9000, 36 months,< 1 year,MORTGAGE,74000.0,Source Verified,Fully Paid,debt_consolidation,WI,10.23,0,8,0
7000, 36 months,2 years,MORTGAGE,45000.0,Verified,Fully Paid,credit_card,CO,23.33,0,8,0
15000, 36 months,4 years,OWN,209000.0,Verified,Fully Paid,home_improvement,GA,19.33,0,17,0
7800, 36 months,2 years,OWN,19000.0,Source Verified,Fully Paid,debt_consolidation,FL,9.73,1,3,0
6000, 60 months,10+ years,OWN,26448.0,Verified,Fully Paid,debt_consolidation,CA,4.9,0,3,0
8050, 36 months,1 year,RENT,67000.0,Verified,Fully Paid,credit_card,VA,2.87,1,3,0
4500, 60 months,3 years,MORTGAGE,89000.0,Verified,Fully Paid,home_improvement,GA,9.51,0,12,0
10000, 60 months,5 years,MORTGAGE,61000.0,Verified,Fully Paid,debt_consolidation,AZ,7.44,1,16,0
25000, 36 months,2 years,RENT,95800.0,Verified,Fully Paid,credit_card,MD,17.95,0,14,0
10000, 36 months,1 year,MORTGAGE,99996.0,Source Verified,Fully Paid,other,OH,20.4,0,11,0
12000, 36 months,10+ years,MORTGAGE,60000.0,Not Verified,Fully Paid,debt_consolidation,AL,10.14,1,19,0
8000, 60 months,5 years,OWN,32000.0,Verified,Fully Paid,credit_card,CA,13.39,0,12,0
2800, 36 months,5 years,RENT,28800.0,Not Verified,Fully Paid,debt_consolidation,NJ,17.79,0,5,0
8500, 36 months,5 years,RENT,43000.0,Not Verified,Fully Paid,major_purchase,NH,15.85,0,4,0
6000, 60 months,5 years,RENT,780000.0,Not Verified,Charged Off,major_purchase,NV,0.27,0,5,0
6000, 60 months,10+ years,OWN,53000.0,Not Verified,Charged Off,vacation,NJ,14.88,0,9,0
1200, 36 months,6 years,RENT,39996.0,Not Verified,Fully Paid,other,MD,15.96,0,5,0
10000, 36 months,< 1 year,MORTGAGE,138000.0,Verified,Fully Paid,credit_card,WA,20.51,0,9,0
25000, 60 months,9 years,MORTGAGE,45000.0,Verified,Charged Off,debt_consolidation,TX,15.47,0,7,0
7200, 36 months,3 years,MORTGAGE,60000.0,Not Verified,Fully Paid,other,AL,6.56,0,4,0
7000, 36 months,4 years,RENT,24000.0,Source Verified,Fully Paid,debt_consolidation,CA,23.5,0,3,0
13800, 60 months,6 years,RENT,49000.0,Source Verified,Charged Off,debt_consolidation,PA,13.25,0,13,0
11000, 36 months,5 years,OWN,55000.0,Not Verified,Fully Paid,major_purchase,FL,20.9,0,9,0
10000, 36 months,5 years,RENT,57000.0,Not Verified,Fully Paid,debt_consolidation,NY,8.38,0,5,1
2700, 36 months,4 years,MORTGAGE,54000.0,Source Verified,Fully Paid,major_purchase,PA,11.04,1,6,0
15000, 60 months,4 years,RENT,110000.0,Verified,Fully Paid,credit_card,NJ,11.17,0,7,0
12600, 60 months,< 1 year,RENT,159996.0,Source Verified,Charged Off,debt_consolidation,NJ,7.25,0,18,0
2500, 36 months,10+ years,MORTGAGE,50000.0,Verified,Fully Paid,educational,NY,17.74,0,5,0
12000, 60 months,1 year,MORTGAGE,32960.22,Verified,Fully Paid,debt_consolidation,MI,5.02,0,9,0
1500, 36 months,10+ years,MORTGAGE,35000.0,Source Verified,Fully Paid,debt_consolidation,MO,5.18,0,3,0
2800, 60 months,4 years,MORTGAGE,24000.0,Verified,Fully Paid,home_improvement,CA,0.75,0,4,0
6000, 36 months,4 years,OWN,27000.0,Source Verified,Fully Paid,debt_consolidation,CT,4.04,0,12,0
4500, 36 months,3 years,MORTGAGE,30000.0,Not Verified,Fully Paid,credit_card,AZ,8.56,1,8,0
7000, 36 months,2 years,RENT,31200.0,Source Verified,Fully Paid,debt_consolidation,TX,11.96,0,6,0
5000, 36 months,3 years,RENT,43000.0,Verified,Charged Off,major_purchase,AZ,13.51,0,4,0
12000, 36 months,< 1 year,RENT,42000.0,Not Verified,Fully Paid,debt_consolidation,NY,22.94,0,5,0
7300, 36 months,7 years,RENT,37086.0,Verified,Fully Paid,credit_card,FL,11.78,0,5,0
25000, 60 months,< 1 year,RENT,115000.0,Verified,Fully Paid,credit_card,NY,18.75,0,9,0
5600, 60 months,5 years,MORTGAGE,107000.0,Not Verified,Charged Off,home_improvement,IL,9.23,0,12,0
6500, 60 months,10+ years,RENT,63000.0,Source Verified,Charged Off,debt_consolidation,CA,10.02,0,5,0
3000, 36 months,1 year,RENT,30000.0,Source Verified,Charged Off,debt_consolidation,CA,23.96,0,7,0
14000, 60 months,10+ years,MORTGAGE,67000.0,Source Verified,Fully Paid,debt_consolidation,MI,12.79,0,10,0
2500, 60 months,4 years,MORTGAGE,45000.0,Not Verified,Fully Paid,home_improvement,WA,4.93,0,9,0
10000, 36 months,3 years,RENT,36000.0,Source Verified,Fully Paid,debt_consolidation,OH,22.73,0,7,0
3500, 36 months,10+ years,MORTGAGE,110000.0,Verified,Fully Paid,home_improvement,MI,14.43,0,12,0
10000, 60 months,10+ years,RENT,42000.0,Verified,Fully Paid,medical,MD,10.2,0,9,0
13000, 60 months,9 years,RENT,42000.0,Verified,Fully Paid,debt_consolidation,OH,22.09,0,12,0
14500, 60 months,< 1 year,MORTGAGE,36000.0,Verified,Charged Off,small_business,PA,13.2,0,26,0
16000, 60 months,10+ years,RENT,72000.0,Verified,Fully Paid,debt_consolidation,IL,16.65,0,9,0
5050, 60 months,10+ years,MORTGAGE,51996.0,Source Verified,Charged Off,debt_consolidation,NJ,2.52,0,10,0
5000, 36 months,4 years,RENT,35004.0,Not Verified,Fully Paid,other,FL,4.32,0,5,0
8500, 36 months,2 years,MORTGAGE,42996.0,Verified,Fully Paid,debt_consolidation,TX,11.39,1,11,0
5000, 36 months,2 years,MORTGAGE,85000.0,Verified,Charged Off,home_improvement,GA,9.3,0,14,0
22000, 36 months,10+ years,MORTGAGE,50900.0,Verified,Fully Paid,credit_card,WA,19.66,0,12,0
4000, 60 months,< 1 year,MORTGAGE,36000.0,Verified,Fully Paid,other,CA,18.7,0,11,0
10000, 36 months,10+ years,MORTGAGE,150000.0,Source Verified,Fully Paid,debt_consolidation,CA,3.55,0,8,0
2400, 36 months,6 years,RENT,31000.0,Source Verified,Fully Paid,debt_consolidation,NY,24.23,0,7,0
3600, 60 months,2 years,RENT,22800.0,Source Verified,Fully Paid,car,FL,4.84,0,4,0
20000, 60 months,9 years,RENT,52600.0,Verified,Fully Paid,debt_consolidation,FL,24.94,0,19,0
8000, 36 months,5 years,MORTGAGE,81120.0,Verified,Fully Paid,debt_consolidation,MO,24.72,0,8,0
9000, 36 months,4 years,OWN,84000.0,Not Verified,Fully Paid,home_improvement,MN,0.59,0,6,0
16000, 60 months,< 1 year,MORTGAGE,45000.0,Verified,Fully Paid,debt_consolidation,DE,10.88,0,6,0
15000, 36 months,6 years,MORTGAGE,64000.0,Verified,Fully Paid,home_improvement,MN,1.52,0,6,0
1500, 36 months,2 years,MORTGAGE,24000.0,Source Verified,Fully Paid,debt_consolidation,OK,19.4,0,7,0
25000, 36 months,3 years,RENT,150000.0,Verified,Fully Paid,debt_consolidation,NY,8.34,0,5,0
5000, 36 months,10+ years,RENT,80000.0,Verified,Fully Paid,credit_card,CO,6.61,1,8,0
24000, 36 months,10+ years,MORTGAGE,160000.0,Verified,Charged Off,debt_consolidation,NY,10.93,0,12,0
9000, 36 months,10+ years,RENT,69000.0,Source Verified,Fully Paid,debt_consolidation,NJ,12.3,0,23,0
2000, 36 months,< 1 year,RENT,39996.0,Not Verified,Fully Paid,other,TX,22.77,0,7,0
15000, 36 months,< 1 year,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,WI,12.17,0,20,0
12000, 60 months,3 years,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,CA,10.11,0,9,0
10000, 36 months,< 1 year,RENT,80000.0,Verified,Fully Paid,credit_card,CA,8.05,0,8,0
6000, 36 months,1 year,OWN,120000.0,Source Verified,Fully Paid,debt_consolidation,CA,5.16,0,6,0
14000, 36 months,5 years,MORTGAGE,69000.0,Verified,Fully Paid,small_business,MN,6.75,0,10,0
4000, 36 months,8 years,MORTGAGE,67000.0,Verified,Fully Paid,home_improvement,CO,12.79,0,13,0
25000, 36 months,10+ years,MORTGAGE,66000.0,Source Verified,Fully Paid,house,FL,13.07,0,4,0
5500, 36 months,5 years,RENT,24000.0,Source Verified,Fully Paid,debt_consolidation,CA,21.95,0,2,0
7500, 36 months,4 years,RENT,80000.0,Source Verified,Fully Paid,car,TX,21.33,0,13,0
12000, 36 months,6 years,MORTGAGE,75000.0,Verified,Fully Paid,credit_card,AZ,9.9,0,6,0
16000, 60 months,9 years,MORTGAGE,96000.0,Source Verified,Fully Paid,credit_card,OH,3.69,0,10,0
4000, 36 months,10+ years,MORTGAGE,70000.0,Source Verified,Fully Paid,other,NY,11.73,0,9,0
23500, 60 months,10+ years,MORTGAGE,112000.0,Verified,Fully Paid,debt_consolidation,MO,18.16,0,9,0
8000, 60 months,10+ years,MORTGAGE,53000.0,Source Verified,Fully Paid,debt_consolidation,RI,9.46,0,12,0
5000, 36 months,< 1 year,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,NY,4.88,0,8,0
4750, 36 months,10+ years,OWN,45000.0,Not Verified,Fully Paid,home_improvement,PA,19.68,0,11,0
24000, 60 months,1 year,MORTGAGE,100000.0,Source Verified,Fully Paid,credit_card,VA,5.16,0,7,0
3000, 36 months,5 years,RENT,27600.0,Source Verified,Charged Off,car,FL,15.35,0,2,0
8825, 36 months,< 1 year,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,CT,21.1,0,7,0
6000, 36 months,8 years,RENT,55000.0,Source Verified,Fully Paid,wedding,TX,11.28,0,16,0
5200, 60 months,3 years,RENT,52000.0,Verified,Charged Off,debt_consolidation,CA,6.74,0,13,0
9000, 60 months,8 years,MORTGAGE,77004.0,Source Verified,Fully Paid,home_improvement,IL,21.22,0,28,0
13600, 60 months,10+ years,MORTGAGE,54000.0,Verified,Fully Paid,debt_consolidation,CA,8.36,0,8,0
15000, 36 months,3 years,RENT,61584.0,Source Verified,Fully Paid,debt_consolidation,TX,19.1,0,4,0
8500, 36 months,5 years,MORTGAGE,60900.0,Not Verified,Fully Paid,debt_consolidation,UT,5.75,0,9,0
7000, 36 months,2 years,RENT,22500.0,Source Verified,Fully Paid,debt_consolidation,IL,24.59,0,5,0
8000, 36 months,3 years,RENT,18000.0,Source Verified,Charged Off,major_purchase,NY,13.6,0,3,0
2550, 36 months,5 years,OWN,48000.0,Not Verified,Fully Paid,home_improvement,FL,12.65,0,8,0
6000, 36 months,10+ years,MORTGAGE,120000.0,Source Verified,Fully Paid,debt_consolidation,FL,15.74,0,11,0
25000, 36 months,2 years,MORTGAGE,275004.0,Verified,Fully Paid,debt_consolidation,MA,11.85,0,13,0
9600, 60 months,1 year,MORTGAGE,50000.0,Verified,Fully Paid,debt_consolidation,IL,6.0,0,8,0
13000, 36 months,1 year,RENT,45000.0,Not Verified,Charged Off,credit_card,NY,23.71,0,14,1
2500, 36 months,10+ years,MORTGAGE,55200.0,Source Verified,Fully Paid,debt_consolidation,AL,19.85,0,5,0
4000, 36 months,1 year,MORTGAGE,54000.0,Not Verified,Fully Paid,renewable_energy,MN,17.89,0,6,0
3000, 60 months,3 years,MORTGAGE,46000.0,Verified,Fully Paid,home_improvement,CA,6.65,1,3,0
4000, 36 months,4 years,MORTGAGE,70000.0,Verified,Fully Paid,home_improvement,MI,24.12,0,8,0
15000, 36 months,4 years,MORTGAGE,32112.0,Source Verified,Fully Paid,debt_consolidation,GA,14.2,0,7,0
7000, 36 months,4 years,MORTGAGE,57200.0,Source Verified,Fully Paid,debt_consolidation,CO,21.71,0,9,0
17000, 36 months,10+ years,RENT,84996.0,Not Verified,Fully Paid,debt_consolidation,MD,12.59,0,11,0
2500, 60 months,7 years,RENT,84996.0,Source Verified,Fully Paid,other,NY,3.28,0,6,0
20000, 60 months,7 years,MORTGAGE,75000.0,Verified,Fully Paid,debt_consolidation,TX,8.0,0,11,0
20400, 60 months,2 years,RENT,30000.0,Verified,Fully Paid,debt_consolidation,PA,9.84,0,12,0
4000, 36 months,< 1 year,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,NY,7.64,0,7,0
8000, 36 months,< 1 year,RENT,58000.0,Verified,Fully Paid,credit_card,GA,19.66,0,18,0
4000, 36 months,2 years,RENT,13200.0,Source Verified,Fully Paid,major_purchase,CA,5.73,0,7,0
14500, 60 months,10+ years,MORTGAGE,34000.0,Not Verified,Fully Paid,debt_consolidation,MD,13.91,0,11,0
7500, 60 months,< 1 year,RENT,44000.0,Not Verified,Fully Paid,credit_card,GA,7.77,0,10,0
8675, 60 months,< 1 year,MORTGAGE,40000.0,Verified,Fully Paid,credit_card,VT,12.96,0,3,0
4800, 36 months,1 year,RENT,34000.0,Source Verified,Fully Paid,credit_card,FL,21.85,1,8,0
3600, 36 months,1 year,RENT,42500.0,Not Verified,Fully Paid,major_purchase,CA,5.03,1,5,0
7500, 36 months,2 years,RENT,40000.0,Not Verified,Fully Paid,credit_card,AZ,3.66,0,3,0
12000, 36 months,< 1 year,RENT,75000.0,Not Verified,Fully Paid,credit_card,AZ,22.29,0,12,0
8000, 36 months,< 1 year,MORTGAGE,42000.0,Not Verified,Fully Paid,credit_card,PA,7.63,0,7,0
8000, 60 months,3 years,RENT,33000.0,Verified,Fully Paid,house,MI,0.36,0,4,0
7500, 60 months,5 years,MORTGAGE,57000.0,Not Verified,Charged Off,home_improvement,CT,4.65,0,4,0
10750, 60 months,7 years,MORTGAGE,60000.0,Verified,Fully Paid,small_business,WY,18.56,0,13,0
5600, 36 months,2 years,OWN,50000.0,Not Verified,Fully Paid,debt_consolidation,CA,13.56,0,13,0
4000, 36 months,4 years,MORTGAGE,140004.0,Source Verified,Fully Paid,other,GA,3.38,0,3,0
3600, 60 months,8 years,MORTGAGE,20000.0,Not Verified,Fully Paid,debt_consolidation,NY,5.94,1,9,0
13000, 36 months,3 years,MORTGAGE,37000.0,Not Verified,Charged Off,debt_consolidation,AZ,13.39,0,13,0
6500, 36 months,3 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,NY,9.89,0,7,0
9250, 36 months,< 1 year,OWN,32004.0,Verified,Fully Paid,other,IL,22.01,0,4,0
6000, 36 months,7 years,MORTGAGE,28000.0,Verified,Fully Paid,debt_consolidation,OH,5.74,1,8,0
